# MANUALLY REVIEWED - project field declarations at dafd1048; AST extraction supplies coverage, not semantic verdicts.
declaration	record	field	datatype	verdict	finding	evidence	note
include/kf/game_player.h:253	KfPlayerState	motion_state	KfPlayerMotionState	aggregate		include/kf/game_player.h:253;src/game/game.c:74;src/game/game.c:77;src/game/game.c:85;src/game/game.c:86;src/game/map_scripts.c:108;src/game/map_scripts.c:109;src/game/map_scripts.c:114;src/game/map_scripts.c:115;src/game/map_scripts.c:135;src/game/map_scripts.c:136;src/game/map_scripts.c:141;src/game/map_scripts.c:142;src/game/map_scripts.c:170;src/game/map_scripts.c:171;src/game/map_scripts.c:193;src/game/map_scripts.c:194;src/game/map_scripts.c:311;src/game/map_scripts.c:324;src/game/map_scripts.c:325;src/game/map_scripts.c:326;src/game/menu_map_viewer.c:88;src/game/menu_map_viewer.c:89;src/game/menu_map_viewer.c:90;src/game/menu_map_viewer.c:91;src/game/menu_map_viewer.c:92;src/game/menu_map_viewer.c:93;src/game/menu_map_viewer.c:94;src/game/menu_map_viewer.c:95;src/game/player_core.c:235;src/game/player_core.c:236;src/game/player_core.c:237;src/game/player_core.c:238;src/game/player_core.c:239;src/game/player_core.c:252;src/game/player_core.c:253;src/game/player_core.c:254;src/game/player_core.c:261;src/game/player_core.c:344;src/game/player_core.c:345;src/game/player_core.c:395;src/game/player_core.c:396;src/game/player_core.c:399;src/game/player_core.c:402;src/game/player_core.c:403;src/game/player_core.c:406;src/game/player_core.c:410;src/game/player_core.c:438;src/game/player_core.c:439;src/game/player_core.c:448;src/game/player_core.c:489;src/game/player_core.c:490;src/game/player_core.c:504;src/game/player_core.c:517;src/game/player_core.c:521;src/game/player_core.c:527;src/game/player_core.c:554;src/game/player_death.c:195;src/game/player_death.c:196;src/game/player_update.c:129;src/game/player_update.c:147;src/game/player_update.c:148;src/game/player_update.c:168;src/game/player_update.c:171;src/game/player_update.c:173;src/game/player_update.c:176;src/game/player_update.c:179;src/game/player_update.c:181;src/game/player_update.c:183;src/game/player_update.c:184;src/game/player_update.c:186;src/game/player_update.c:187;src/game/player_update.c:189;src/game/player_update.c:190;src/game/player_update.c:192;src/game/player_update.c:193;src/game/player_update.c:197;src/game/player_update.c:200;src/game/player_update.c:202;src/game/player_update.c:205;src/game/player_update.c:208;src/game/player_update.c:210;src/game/player_update.c:212;src/game/player_update.c:213;src/game/player_update.c:215;src/game/player_update.c:216;src/game/player_update.c:218;src/game/player_update.c:219;src/game/player_update.c:221;src/game/player_update.c:222;src/game/player_update.c:225;src/game/player_update.c:227;src/game/player_update.c:235;src/game/player_update.c:239;src/game/player_update.c:243;src/game/player_update.c:259;src/game/player_update.c:260;src/game/player_update.c:261;src/game/player_update.c:264;src/game/player_update.c:265;src/game/player_update.c:266;src/game/player_update.c:268;src/game/player_update.c:269;src/game/player_update.c:270;src/game/player_update.c:271;src/game/player_update.c:273;src/game/player_update.c:274;src/game/player_update.c:275;src/game/player_update.c:276;src/game/player_update.c:280;src/game/player_update.c:282;src/game/player_update.c:283;src/game/player_update.c:284;src/game/player_update.c:287;src/game/player_update.c:288;src/game/player_update.c:289;src/game/player_update.c:291;src/game/player_update.c:292;src/game/player_update.c:293;src/game/player_update.c:294;src/game/player_update.c:296;src/game/player_update.c:297;src/game/player_update.c:298;src/game/player_update.c:299;src/game/player_update.c:302;src/game/player_update.c:303;src/game/player_update.c:307;src/game/player_update.c:308;src/game/player_update.c:498;src/game/player_update.c:603;src/game/player_warp.c:148;src/game/player_warp.c:149;src/game/player_warp.c:182;src/game/player_warp.c:199;src/game/player_warp.c:209;src/game/player_warp.c:223;src/game/player_warp.c:240	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_player.h:254	KfPlayerState	previous_map_cell	KfMapCell	aggregate		include/kf/game_player.h:254;src/game/game.c:76;src/game/game.c:85;src/game/game.c:86;src/game/game.c:89;src/game/game.c:90;src/game/player_core.c:586;src/game/player_core.c:587;src/game/player_core.c:588;src/game/player_core.c:590;src/game/player_death.c:195;src/game/player_death.c:196;src/game/player_update.c:147;src/game/player_update.c:148	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_player.h:255	KfPlayerState	unknown_ce	u8[6]	unresolved		include/kf/game_player.h:255	unresolved bytes
include/kf/game_player.h:256	KfPlayerState	view_bob_offset	s16	numeric		include/kf/game_player.h:256;src/game/player_core.c:257;src/game/player_core.c:507;src/game/player_core.c:569;src/game/player_death.c:85;src/game/player_death.c:187;src/game/player_death_fade.c:35;src/game/player_death_fade.c:57	member of the player_state aggregate
include/kf/game_player.h:257	KfPlayerState	view_bob_phase	u16	numeric		include/kf/game_player.h:257;src/game/player_core.c:503;src/game/player_core.c:506;src/game/player_death.c:86	member of the player_state aggregate
include/kf/game_player.h:258	KfPlayerState	death_camera_pitch_step	u16	numeric		include/kf/game_player.h:258;src/game/player_death.c:53;src/game/player_death.c:189;src/game/player_death_fade.c:42;src/game/player_death_fade.c:44;src/game/player_death_fade.c:47;src/game/player_death_fade.c:48;src/game/player_death_fade.c:50;src/game/player_death_fade.c:55	member of the player_state aggregate
include/kf/game_player.h:259	KfPlayerState	death_visual_blend	s16	numeric		include/kf/game_player.h:259;src/game/player_death.c:54;src/game/player_death.c:190;src/game/player_death_fade.c:61;src/game/player_death_fade.c:62;src/game/player_death_fade.c:76	member of the player_state aggregate
include/kf/game_player.h:260	KfPlayerState	vertical_velocity	s16	numeric		include/kf/game_player.h:260;src/game/player_core.c:264;src/game/player_core.c:535;src/game/player_core.c:536;src/game/player_core.c:544;src/game/player_core.c:545;src/game/player_core.c:555;src/game/player_core.c:557;src/game/player_core.c:563;src/game/player_death.c:88	member of the player_state aggregate
include/kf/game_player.h:261	KfPlayerState	vertical_state	KfPlayerVerticalState	typed_enum		include/kf/game_player.h:261;src/game/player_core.c:263;src/game/player_core.c:502;src/game/player_core.c:532;src/game/player_core.c:539;src/game/player_core.c:548;src/game/player_core.c:553;src/game/player_core.c:562;src/game/player_death.c:87	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_player.h:262	KfPlayerState	unknown_df	u8[1]	unresolved		include/kf/game_player.h:262	unresolved bytes
include/kf/game_player.h:283	KfFloorEntryCell	x	u8	numeric		include/kf/game_player.h:283;src/game/player_core.c:586	copied into previous_map_cell.x
include/kf/game_player.h:284	KfFloorEntryCell	z	u8	numeric		include/kf/game_player.h:284;src/game/player_core.c:587	copied into previous_map_cell.z
include/kf/game_render.h:96	KfHudSprite	state	KfHudSpriteState	typed_enum		include/kf/game_render.h:96;src/game/geometry_render.c:139;src/game/geometry_render.c:143;src/game/geometry_render.c:147;src/game/render_frame.c:59;src/game/render_frame.c:60;src/game/render_frame.c:61;src/game/render_frame.c:62;src/game/render_frame.c:65;src/game/render_frame.c:66;src/game/render_frame.c:67;src/game/render_frame.c:68;src/game/render_frame.c:69;src/game/render_frame.c:70;src/game/render_frame.c:71;src/game/render_frame.c:72;src/game/render_frame.c:83;src/game/render_frame.c:85;src/game/render_frame.c:87;src/game/render_frame.c:89;src/game/render_frame.c:92;src/game/render_frame.c:93;src/game/render_frame.c:94;src/game/render_frame.c:95;src/game/render_frame.c:96;src/game/render_frame.c:97;src/game/render_frame.c:98;src/game/render_frame.c:99;src/game/render_frame.c:103	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_render.h:97	KfHudSprite	unknown_01	u8	unresolved		include/kf/game_render.h:97	unread byte before the sprite descriptor
include/kf/game_render.h:98	KfHudSprite	sprite	KfSpriteQuad	aggregate		include/kf/game_render.h:98;src/game/geometry_render.c:144;src/game/render_frame.c:73;src/game/render_frame.c:76;src/game/render_frame.c:79;src/game/render_frame.c:80	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_render.h:103	KfEffectSprite	state	KfEffectSpriteState	typed_enum		include/kf/game_render.h:103;src/game/geometry_render.c:103;src/game/render_frame.c:105	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_render.h:104	KfEffectSprite	animation_clip	KfAnimationClip	typed_enum		include/kf/game_render.h:104;src/game/geometry_render.c:118	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_render.h:105	KfEffectSprite	asset_variant	u16	numeric		include/kf/game_render.h:105;src/game/geometry_render.c:118	Despite its name, passed as binder argument four (u16 phase); it is animation interpolation phase, not an asset selector.
include/kf/game_render.h:106	KfEffectSprite	scale	u16	numeric		include/kf/game_render.h:106;src/game/geometry_render.c:108	uniform X/Y fixed-point scale numerator
include/kf/game_render.h:107	KfEffectSprite	translation_x	s16	numeric		include/kf/game_render.h:107;src/game/geometry_render.c:104	model translation X
include/kf/game_render.h:108	KfEffectSprite	translation_y	s16	numeric		include/kf/game_render.h:108;src/game/geometry_render.c:105	model translation Y
include/kf/game_render.h:109	KfEffectSprite	translation_z	s16	numeric		include/kf/game_render.h:109;src/game/geometry_render.c:106	model translation Z
include/kf/game_render.h:110	KfEffectSprite	unknown_0c	u8[2]	unresolved		include/kf/game_render.h:110	unread bytes before the rotation vector
include/kf/game_render.h:111	KfEffectSprite	rotation	SVECTOR	aggregate		include/kf/game_render.h:111;src/game/geometry_render.c:107;src/game/render_frame.c:107	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_render.h:112	KfEffectSprite	unknown_16	u8[2]	unresolved		include/kf/game_render.h:112	unread bytes before animation_cache
include/kf/game_render.h:113	KfEffectSprite	animation_cache	KfPoolRecord *	pointer		include/kf/game_render.h:113;src/game/geometry_render.c:117	Address or pointer table; not a finite selector.
include/kf/game_render.h:118	KfDisplayState	buffer_index	KfDisplayBuffer	typed_enum		include/kf/game_render.h:118;src/game/menu_config_panel.c:164;src/game/menu_config_panel.c:166;src/game/menu_config_panel.c:168;src/game/menu_config_panel.c:170;src/game/menu_item_detail.c:141;src/game/menu_item_detail.c:149;src/game/menu_item_detail.c:171;src/game/menu_item_detail.c:173;src/game/menu_item_detail.c:177;src/game/menu_item_detail.c:179;src/game/menu_item_detail.c:183;src/game/menu_item_detail.c:185;src/game/menu_item_detail.c:189;src/game/menu_item_detail.c:191;src/game/menu_item_detail.c:193;src/game/menu_map_viewer.c:101;src/game/menu_map_viewer.c:103;src/game/menu_map_viewer.c:105;src/game/menu_map_viewer.c:107;src/game/menu_map_viewer.c:109;src/game/menu_map_viewer.c:111;src/game/menu_runtime.c:221;src/game/menu_runtime.c:224;src/game/menu_runtime.c:227;src/game/menu_runtime.c:230;src/game/menu_runtime.c:508;src/game/menu_runtime.c:511;src/game/menu_runtime.c:514;src/game/menu_runtime.c:517;src/game/menu_runtime.c:528;src/game/menu_runtime.c:530;src/game/menu_runtime.c:532;src/game/menu_runtime.c:544;src/game/menu_runtime.c:545;src/game/notify_queue.c:205;src/game/render.c:107;src/game/render.c:195;src/game/render.c:269;src/game/render.c:270;src/game/render.c:272;src/game/render.c:285;src/game/render.c:286;src/game/save_system.c:816	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_render.h:119	KfDisplayState	unknown_01	u8[3]	unresolved		include/kf/game_render.h:119	member of the display_state aggregate
include/kf/game_render.h:120	KfDisplayState	asset_load_buffer	void *	pointer		include/kf/game_render.h:120;src/game/display_play_transition.c:43;src/game/display_play_transition.c:46;src/game/render.c:98;src/game/render.c:105;src/game/render.c:197;src/game/save_system.c:812;src/game/save_system.c:815	Address or pointer table; not a finite selector.
include/kf/game_render.h:121	KfDisplayState	primitive_buffers	KfPrimitiveBuffer[2]	aggregate		include/kf/game_render.h:121;src/game/menu_runtime.c:530;src/game/render.c:198;src/game/render.c:200;src/game/render.c:201;src/game/render.c:203;src/game/render.c:270	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_render.h:122	KfDisplayState	primitive_buffer	KfPrimitiveBuffer *	pointer		include/kf/game_render.h:122;src/game/menu_config_panel.c:142;src/game/menu_draw_name_list.c:23;src/game/menu_draw_stats_header.c:21;src/game/menu_draw_status_details.c:35;src/game/menu_draw_window.c:21;src/game/menu_item_detail.c:77;src/game/menu_item_detail.c:167;src/game/menu_item_model_preview.c:55;src/game/menu_list_render.c:35;src/game/menu_map_viewer.c:44;src/game/menu_runtime.c:57;src/game/menu_runtime.c:123;src/game/menu_runtime.c:529;src/game/menu_runtime.c:534;src/game/menu_runtime.c:535;src/game/menu_runtime.c:565;src/game/menu_runtime.c:652;src/game/render.c:270;src/game/render.c:274;src/game/render_enqueuers.c:49;src/game/render_enqueuers.c:51;src/game/render_enqueuers.c:52;src/game/render_enqueuers.c:85;src/game/render_enqueuers.c:88;src/game/render_enqueuers.c:89;src/game/render_enqueuers.c:117;src/game/render_enqueuers.c:119;src/game/render_enqueuers.c:120;src/game/render_enqueuers.c:148;src/game/render_enqueuers.c:151;src/game/render_enqueuers.c:152;src/game/render_enqueuers.c:183;src/game/render_enqueuers.c:185;src/game/render_enqueuers.c:186;src/game/render_enqueuers.c:220;src/game/render_enqueuers.c:223;src/game/render_enqueuers.c:224;src/game/render_enqueuers.c:262;src/game/render_enqueuers.c:264;src/game/render_enqueuers.c:265;src/game/render_enqueuers.c:294;src/game/render_enqueuers.c:297;src/game/render_enqueuers.c:298;src/game/render_enqueuers.c:333;src/game/render_enqueuers.c:335;src/game/render_enqueuers.c:336;src/game/render_enqueuers.c:363;src/game/render_enqueuers.c:366;src/game/render_enqueuers.c:367;src/game/render_enqueuers.c:398;src/game/render_enqueuers.c:400;src/game/render_enqueuers.c:401;src/game/render_enqueuers.c:429;src/game/render_enqueuers.c:432;src/game/render_enqueuers.c:433;src/game/render_enqueuers.c:504;src/game/render_enqueuers.c:506;src/game/render_enqueuers.c:507;src/game/render_enqueuers.c:539;src/game/render_enqueuers.c:542;src/game/render_enqueuers.c:543;src/game/render_enqueuers.c:579;src/game/render_enqueuers.c:581;src/game/render_enqueuers.c:582;src/game/render_enqueuers.c:613;src/game/render_enqueuers.c:616;src/game/render_enqueuers.c:617;src/game/render_enqueuers.c:704;src/game/render_enqueuers.c:706;src/game/render_enqueuers.c:707;src/game/render_enqueuers.c:708;src/game/render_enqueuers.c:748;src/game/render_enqueuers.c:750;src/game/render_enqueuers.c:751;src/game/render_enqueuers.c:752;src/game/render_enqueuers.c:819;src/game/render_enqueuers.c:820;src/game/render_enqueuers.c:821;src/game/render_sprite.c:15;src/game/render_sprite.c:16;src/game/render_sprite.c:17;src/game/save_system.c:753;src/game/sprite_add_ft4.c:9;src/game/sprite_add_ft4.c:11	Address or pointer table; not a finite selector.
